,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
1058,1058,1058,1058,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001258_RGB.png,"[1002.0, 474.0, 1.0]","[1008.0, 456.0, 1.0]","[972.0, 456.0, 1.0]","[1026.0, 474.0, 0.0]","[912.0, 480.0, 1.0]","[1092.0, 630.0, 1.0]","[852.0, 624.0, 1.0]","[1158.0, 834.0, 1.0]","[792.0, 816.0, 1.0]","[930.0, 954.0, 0.0]","[924.0, 954.0, 1.0]","[1038.0, 948.0, 0.0]","[912.0, 972.0, 0.0]","[1092.0, 1013.9999999999999, 0.0]","[1092.0, 1080.0, 0.0]","[1104.0, 1080.0, 0.0]","[744.0, 1013.9999999999999, 0.0]","[-16.956130372661434, 10.434627589951232, 5.436061956674378]","[0.1756665135415541, 11.51924263836388, 3.37688017569301]"
1059,1059,1059,1059,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001259_RGB.png,"[984.0, 474.0, 1.0]","[1002.0, 450.0, 1.0]","[960.0, 450.0, 1.0]","[1026.0, 474.0, 0.0]","[906.0, 480.0, 1.0]","[1086.0, 624.0, 1.0]","[852.0, 618.0, 1.0]","[1140.0, 810.0, 0.0]","[792.0, 816.0, 1.0]","[930.0, 960.0, 0.0]","[924.0, 966.0000000000001, 1.0]","[1026.0, 954.0, 0.0]","[906.0, 972.0, 0.0]","[1086.0, 1008.0, 0.0]","[1092.0, 1080.0, 0.0]","[930.0, 966.0000000000001, 0.0]","[936.0, 972.0, 0.0]","[-19.46296887356053, 8.732009148182259, 5.3757586796825025]","[0.7753427821661246, 11.217292290414726, 3.3395819716196153]"
1060,1060,1060,1060,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001260_RGB.png,"[984.0, 474.0, 1.0]","[1002.0, 450.0, 1.0]","[960.0, 456.0, 1.0]","[1020.0, 468.0, 0.0]","[912.0, 480.0, 1.0]","[1080.0, 624.0, 1.0]","[852.0, 618.0, 1.0]","[1140.0, 810.0, 1.0]","[792.0, 804.0, 1.0]","[936.0, 966.0000000000001, 0.0]","[924.0, 966.0000000000001, 1.0]","[1050.0, 918.0, 0.0]","[906.0, 924.0, 0.0]","[1086.0, 1020.0, 0.0]","[1026.0, 1074.0, 0.0]","[1014.0, 983.9999999999999, 0.0]","[996.0000000000001, 983.9999999999999, 0.0]","[-19.535068132808604, 8.598723459996952, 5.297670585672596]","[0.45955472453142854, 10.67858300769195, 3.434150776618808]"
1061,1061,1061,1061,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001261_RGB.png,"[984.0, 468.0, 1.0]","[996.0000000000001, 444.0, 1.0]","[954.0, 444.0, 1.0]","[1020.0, 468.0, 0.0]","[912.0, 474.0, 1.0]","[1080.0, 624.0, 1.0]","[846.0, 612.0, 1.0]","[1140.0, 798.0, 1.0]","[792.0, 804.0, 1.0]","[936.0, 966.0000000000001, 0.0]","[930.0, 972.0, 1.0]","[1044.0, 924.0, 1.0]","[906.0, 918.0, 0.0]","[1092.0, 1020.0, 0.0]","[1038.0, 1074.0, 0.0]","[1470.0, 1008.0, 0.0]","[936.0, 978.0, 0.0]","[-19.402134674925946, 8.8765423361694, 5.470964731946734]","[2.533816420685079, 8.628290627929761, 2.99856155728462]"
1062,1062,1062,1062,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001262_RGB.png,"[978.0, 462.0, 1.0]","[990.0, 444.0, 1.0]","[954.0, 444.0, 1.0]","[1008.0, 468.0, 0.0]","[912.0, 474.0, 1.0]","[1080.0, 618.0, 1.0]","[846.0, 612.0, 1.0]","[1140.0, 804.0, 1.0]","[792.0, 804.0, 1.0]","[990.0, 972.0, 0.0]","[936.0, 978.0, 1.0]","[1038.0, 924.0, 1.0]","[906.0, 960.0, 0.0]","[1092.0, 1013.9999999999999, 0.0]","[1056.0, 1074.0, 0.0]","[1104.0, 1074.0, 0.0]","[948.0, 1068.0, 0.0]","[-19.337395110275978, 9.03783329772175, 5.552145644710774]","[1.945702659478311, 8.2896434096078, 3.003662804266177]"
1063,1063,1063,1063,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001263_RGB.png,"[972.0, 456.0, 1.0]","[990.0, 438.0, 1.0]","[954.0, 438.0, 1.0]","[1008.0, 462.0, 1.0]","[912.0, 462.0, 1.0]","[1080.0, 612.0, 1.0]","[840.0, 618.0, 1.0]","[1134.0, 804.0, 1.0]","[792.0, 810.0, 1.0]","[918.0, 954.0, 0.0]","[918.0, 960.0, 1.0]","[1038.0, 930.0, 0.0]","[924.0, 936.0, 0.0]","[1068.0, 996.0000000000001, 0.0]","[816.0, 828.0, 0.0]","[1470.0, 1020.0, 0.0]","[924.0, 978.0, 0.0]","[-19.77133832102764, 8.145396009162665, 5.020996669991119]","[2.3081057702409202, 8.03323747502575, 2.9872896443070642]"
1064,1064,1064,1064,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001264_RGB.png,"[972.0, 456.0, 1.0]","[990.0, 438.0, 1.0]","[948.0, 438.0, 1.0]","[1008.0, 462.0, 0.0]","[906.0, 462.0, 1.0]","[1068.0, 612.0, 1.0]","[840.0, 618.0, 1.0]","[1128.0, 810.0, 1.0]","[792.0, 798.0, 1.0]","[924.0, 960.0, 0.0]","[918.0, 954.0, 1.0]","[1038.0, 924.0, 0.0]","[912.0, 936.0, 0.0]","[1074.0, 1008.0, 0.0]","[1476.0, 990.0, 0.0]","[930.0, 972.0, 0.0]","[930.0, 978.0, 0.0]","[-21.1839886359421, 5.113394910360366, 3.0462077514211954]","[1.4351990968531771, 7.524057371816319, 3.0695116563742344]"
1065,1065,1065,1065,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001265_RGB.png,"[966.0, 468.0, 1.0]","[984.0, 450.0, 1.0]","[942.0, 450.0, 1.0]","[1008.0, 468.0, 1.0]","[906.0, 474.0, 1.0]","[1074.0, 624.0, 1.0]","[840.0, 612.0, 1.0]","[1134.0, 804.0, 1.0]","[792.0, 780.0, 1.0]","[936.0, 972.0, 0.0]","[924.0, 972.0, 1.0]","[1038.0, 924.0, 0.0]","[893.9999999999999, 918.0, 0.0]","[1092.0, 1002.0, 0.0]","[1020.0, 1074.0, 0.0]","[930.0, 972.0, 0.0]","[930.0, 978.0, 0.0]","[-21.150416535088404, 4.728813309888463, 2.713134033245791]","[1.6845767293979685, 7.400596367310063, 3.0724684554438717]"
1066,1066,1066,1066,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001266_RGB.png,"[972.0, 462.0, 1.0]","[984.0, 444.0, 1.0]","[948.0, 450.0, 1.0]","[1008.0, 468.0, 1.0]","[900.0, 474.0, 1.0]","[1074.0, 624.0, 1.0]","[840.0, 612.0, 1.0]","[1140.0, 810.0, 1.0]","[792.0, 792.0, 1.0]","[936.0, 972.0, 0.0]","[930.0, 972.0, 1.0]","[1038.0, 936.0, 1.0]","[906.0, 924.0, 0.0]","[1062.0, 1074.0, 0.0]","[1038.0, 1074.0, 0.0]","[1482.0, 1002.0, 0.0]","[924.0, 978.0, 0.0]","[-21.17105381035595, 4.924654615408948, 2.8733663607412265]","[2.046869278006816, 7.182814350997618, 3.0781832589948723]"
1067,1067,1067,1067,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001267_RGB.png,"[966.0, 456.0, 1.0]","[984.0, 438.0, 1.0]","[948.0, 438.0, 1.0]","[1008.0, 462.0, 1.0]","[906.0, 462.0, 1.0]","[1074.0, 612.0, 1.0]","[840.0, 606.0, 1.0]","[1140.0, 810.0, 1.0]","[786.0, 810.0, 1.0]","[924.0, 966.0000000000001, 0.0]","[918.0, 966.0000000000001, 1.0]","[1026.0, 936.0, 0.0]","[924.0, 930.0, 0.0]","[1464.0, 972.0, 0.0]","[762.0, 822.0, 0.0]","[1464.0, 1013.9999999999999, 0.0]","[930.0, 978.0, 0.0]","[-20.87531611949753, 3.9575207549310467, 2.077677232008392]","[5.702088547628881, 5.217242154204374, 2.3739063362889947]"
1068,1068,1068,1068,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001268_RGB.png,"[966.0, 462.0, 1.0]","[978.0, 444.0, 1.0]","[942.0, 444.0, 1.0]","[1008.0, 468.0, 1.0]","[900.0, 474.0, 1.0]","[1074.0, 618.0, 1.0]","[846.0, 612.0, 1.0]","[1146.0, 816.0, 1.0]","[792.0, 798.0, 1.0]","[1200.0, 1008.0, 1.0]","[930.0, 978.0, 1.0]","[1038.0, 930.0, 1.0]","[912.0, 930.0, 0.0]","[1074.0, 1013.9999999999999, 0.0]","[1038.0, 1074.0, 0.0]","[750.0, 996.0000000000001, 0.0]","[924.0, 983.9999999999999, 0.0]","[-20.791293756239114, 3.7571993375848756, 1.918086449071196]","[6.1998703875678824, 4.854104574969337, 2.292896513703051]"
1069,1069,1069,1069,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001269_RGB.png,"[966.0, 462.0, 1.0]","[978.0, 444.0, 1.0]","[942.0, 444.0, 1.0]","[1002.0, 462.0, 1.0]","[906.0, 468.0, 1.0]","[1068.0, 612.0, 1.0]","[834.0, 612.0, 1.0]","[1140.0, 798.0, 1.0]","[792.0, 810.0, 1.0]","[936.0, 972.0, 0.0]","[930.0, 978.0, 1.0]","[1032.0, 930.0, 0.0]","[893.9999999999999, 930.0, 0.0]","[1080.0, 1020.0, 0.0]","[744.0, 864.0, 0.0]","[1464.0, 1013.9999999999999, 0.0]","[930.0, 978.0, 0.0]","[-20.720793624835895, 3.564267272580076, 1.7714215745051445]","[6.297892295743368, 4.7565100243023934, 2.268662953937883]"
1070,1070,1070,1070,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001270_RGB.png,"[966.0, 462.0, 1.0]","[984.0, 444.0, 1.0]","[942.0, 444.0, 1.0]","[1008.0, 468.0, 1.0]","[906.0, 474.0, 1.0]","[1068.0, 618.0, 1.0]","[840.0, 606.0, 1.0]","[1146.0, 810.0, 1.0]","[792.0, 810.0, 1.0]","[936.0, 972.0, 0.0]","[930.0, 978.0, 1.0]","[1026.0, 954.0, 0.0]","[900.0, 978.0, 0.0]","[1470.0, 966.0000000000001, 0.0]","[1038.0, 1074.0, 0.0]","[1470.0, 1002.0, 0.0]","[744.0, 1008.0, 0.0]","[-20.658563821081167, 3.1982612283577527, 1.5190504038749326]","[4.322719574998645, 3.884798410372955, 2.3392000282264402]"
1071,1071,1071,1071,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001271_RGB.png,"[972.0, 468.0, 1.0]","[984.0, 444.0, 1.0]","[942.0, 444.0, 1.0]","[1008.0, 474.0, 0.0]","[900.0, 474.0, 1.0]","[1080.0, 630.0, 1.0]","[840.0, 606.0, 1.0]","[1146.0, 810.0, 1.0]","[792.0, 804.0, 1.0]","[930.0, 978.0, 0.0]","[930.0, 978.0, 1.0]","[1038.0, 930.0, 1.0]","[864.0, 978.0, 0.0]","[1068.0, 1074.0, 0.0]","[1476.0, 972.0, 0.0]","[1476.0, 1002.0, 0.0]","[750.0, 1002.0, 0.0]","[-20.670399436953744, 3.377595672575931, 1.638990248358923]","[3.6859577917563597, 3.5502067094148764, 2.3548804816142925]"
1072,1072,1072,1072,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001272_RGB.png,"[966.0, 468.0, 1.0]","[984.0, 444.0, 1.0]","[942.0, 444.0, 1.0]","[1008.0, 474.0, 0.0]","[912.0, 474.0, 1.0]","[1074.0, 624.0, 1.0]","[846.0, 600.0, 1.0]","[1146.0, 804.0, 1.0]","[792.0, 810.0, 1.0]","[1140.0, 942.0, 0.0]","[924.0, 978.0, 1.0]","[1038.0, 924.0, 1.0]","[906.0, 972.0, 1.0]","[1470.0, 966.0000000000001, 0.0]","[1470.0, 966.0000000000001, 0.0]","[822.0, 1074.0, 0.0]","[744.0, 1008.0, 0.0]","[-20.74314804482801, 2.8793868099460145, 1.2613293678384367]","[3.4960571597085477, 3.3986100042198055, 2.3480717840557985]"
1073,1073,1073,1073,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001273_RGB.png,"[972.0, 468.0, 1.0]","[984.0, 450.0, 1.0]","[942.0, 450.0, 1.0]","[1008.0, 474.0, 1.0]","[906.0, 474.0, 1.0]","[1080.0, 624.0, 1.0]","[846.0, 600.0, 1.0]","[1146.0, 804.0, 1.0]","[792.0, 804.0, 1.0]","[1134.0, 966.0000000000001, 0.0]","[918.0, 978.0, 1.0]","[1044.0, 972.0, 1.0]","[900.0, 990.0, 0.0]","[1476.0, 978.0, 0.0]","[1476.0, 972.0, 0.0]","[750.0, 1074.0, 0.0]","[750.0, 1074.0, 0.0]","[-21.349062625931655, 2.086843182449185, 0.5332064381948095]","[4.572240564235707, 3.619389979454442, 2.3153032547048777]"
1074,1074,1074,1074,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001274_RGB.png,"[966.0, 468.0, 1.0]","[984.0, 450.0, 1.0]","[948.0, 450.0, 1.0]","[1008.0, 474.0, 1.0]","[906.0, 474.0, 1.0]","[1074.0, 624.0, 1.0]","[846.0, 612.0, 1.0]","[1146.0, 804.0, 1.0]","[792.0, 804.0, 1.0]","[1152.0, 954.0, 1.0]","[924.0, 966.0000000000001, 1.0]","[1068.0, 972.0, 1.0]","[918.0, 990.0, 0.0]","[1482.0, 966.0000000000001, 0.0]","[1482.0, 960.0, 0.0]","[1140.0, 972.0, 0.0]","[1482.0, 1002.0, 0.0]","[-21.473435544271727, 1.9059884932997362, 0.395730975314561]","[4.880540794214484, 3.5995862820324773, 2.3211244528273047]"
1075,1075,1075,1075,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001275_RGB.png,"[966.0, 462.0, 1.0]","[984.0, 438.0, 1.0]","[948.0, 444.0, 1.0]","[1008.0, 468.0, 1.0]","[906.0, 462.0, 1.0]","[1080.0, 630.0, 1.0]","[840.0, 618.0, 1.0]","[1140.0, 792.0, 1.0]","[792.0, 804.0, 1.0]","[1134.0, 936.0, 1.0]","[918.0, 954.0, 1.0]","[1050.0, 942.0, 1.0]","[900.0, 978.0, 0.0]","[1464.0, 1080.0, 0.0]","[1464.0, 983.9999999999999, 0.0]","[1134.0, 1068.0, 0.0]","[1464.0, 1080.0, 0.0]","[-21.360889275500085, 1.5863842442206024, -0.09478122416544026]","[2.862378158731819, 2.6419472492256304, 2.3378906481254154]"
1076,1076,1076,1076,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001276_RGB.png,"[972.0, 468.0, 1.0]","[984.0, 450.0, 1.0]","[948.0, 456.0, 1.0]","[1014.0, 480.0, 1.0]","[906.0, 480.0, 1.0]","[1080.0, 630.0, 1.0]","[840.0, 612.0, 1.0]","[1140.0, 792.0, 1.0]","[786.0, 804.0, 1.0]","[1134.0, 918.0, 1.0]","[900.0, 924.0, 1.0]","[1044.0, 924.0, 0.0]","[893.9999999999999, 966.0000000000001, 1.0]","[756.0, 1062.0, 0.0]","[846.0, 1062.0, 0.0]","[936.0, 1062.0, 0.0]","[1464.0, 972.0, 0.0]","[-20.807073695848665, 1.2488787604275569, -0.34080731402778014]","[2.6970335785298127, 2.5503420465234696, 2.3550054324002043]"
1077,1077,1077,1077,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001277_RGB.png,"[966.0, 468.0, 1.0]","[984.0, 444.0, 1.0]","[942.0, 450.0, 1.0]","[1008.0, 468.0, 1.0]","[906.0, 474.0, 1.0]","[1080.0, 630.0, 1.0]","[846.0, 612.0, 1.0]","[1146.0, 786.0, 1.0]","[786.0, 816.0, 1.0]","[1146.0, 912.0, 1.0]","[888.0, 912.0, 1.0]","[1050.0, 930.0, 1.0]","[900.0, 972.0, 1.0]","[1104.0, 1026.0, 0.0]","[912.0, 1086.0, 0.0]","[1476.0, 1074.0, 0.0]","[918.0, 1080.0, 0.0]","[-20.363409486340583, 0.7687299042965834, -0.46092691244015516]","[2.5570929282746424, 2.4130024033387394, 2.3999741763943665]"
1078,1078,1078,1078,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001278_RGB.png,"[966.0, 474.0, 1.0]","[984.0, 450.0, 1.0]","[948.0, 450.0, 1.0]","[1008.0, 474.0, 1.0]","[912.0, 468.0, 1.0]","[1080.0, 618.0, 1.0]","[840.0, 612.0, 1.0]","[1140.0, 756.0, 1.0]","[774.0, 810.0, 1.0]","[1146.0, 852.0, 1.0]","[852.0, 870.0, 1.0]","[1056.0, 924.0, 1.0]","[888.0, 936.0, 1.0]","[1092.0, 1044.0, 0.0]","[846.0, 1074.0, 0.0]","[744.0, 1068.0, 0.0]","[744.0, 1068.0, 0.0]","[-18.93444514957535, -1.360831502414323, -0.8752173306714784]","[2.3445255363077377, 1.8159033826227942, 2.581215222865748]"
1079,1079,1079,1079,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001279_RGB.png,"[960.0, 474.0, 1.0]","[978.0, 444.0, 1.0]","[942.0, 450.0, 1.0]","[1008.0, 474.0, 1.0]","[906.0, 474.0, 1.0]","[1074.0, 618.0, 1.0]","[846.0, 612.0, 1.0]","[1140.0, 756.0, 1.0]","[768.0, 828.0, 1.0]","[1122.0, 852.0, 1.0]","[858.0, 858.0, 1.0]","[1056.0, 930.0, 1.0]","[888.0, 936.0, 1.0]","[1098.0, 1092.0, 0.0]","[852.0, 1092.0, 0.0]","[1164.0, 1020.0, 0.0]","[1482.0, 1002.0, 0.0]","[-18.465972906508682, -2.0498063406046843, -1.1248664267388735]","[2.8142867126576077, 1.5390339520193406, 2.4592456945195273]"
1080,1080,1080,1080,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001280_RGB.png,"[966.0, 474.0, 1.0]","[984.0, 450.0, 1.0]","[948.0, 456.0, 1.0]","[1014.0, 474.0, 1.0]","[912.0, 480.0, 1.0]","[1080.0, 624.0, 1.0]","[846.0, 612.0, 1.0]","[1146.0, 750.0, 1.0]","[762.0, 798.0, 1.0]","[1134.0, 816.0, 1.0]","[834.0, 840.0, 1.0]","[1062.0, 924.0, 1.0]","[893.9999999999999, 930.0, 1.0]","[1104.0, 1032.0, 0.0]","[888.0, 1098.0, 0.0]","[1494.0, 1008.0, 0.0]","[1494.0, 1008.0, 0.0]","[-17.798552390370666, -2.7674647183789998, -1.1602861559263702]","[2.9456178962210813, 1.1823113137142132, 2.460762710857213]"
1081,1081,1081,1081,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001281_RGB.png,"[966.0, 474.0, 1.0]","[984.0, 450.0, 1.0]","[942.0, 456.0, 1.0]","[1008.0, 480.0, 1.0]","[906.0, 474.0, 1.0]","[1074.0, 612.0, 1.0]","[834.0, 612.0, 1.0]","[1134.0, 786.0, 0.0]","[756.0, 798.0, 1.0]","[1134.0, 810.0, 0.0]","[828.0, 804.0, 1.0]","[1050.0, 930.0, 1.0]","[882.0, 924.0, 1.0]","[1098.0, 1092.0, 0.0]","[846.0, 1092.0, 0.0]","[1128.0, 1056.0, 0.0]","[756.0, 924.0, 0.0]","[-16.04384424075592, -3.214734489963746, -0.9850358653309393]","[2.908683946025284, 1.2194315415550807, 2.413154783819345]"
1082,1082,1082,1082,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001282_RGB.png,"[966.0, 474.0, 1.0]","[984.0, 456.0, 1.0]","[942.0, 456.0, 1.0]","[1014.0, 480.0, 1.0]","[912.0, 474.0, 1.0]","[1068.0, 612.0, 1.0]","[834.0, 612.0, 1.0]","[1146.0, 798.0, 0.0]","[780.0, 720.0, 1.0]","[1146.0, 726.0, 0.0]","[804.0, 774.0, 1.0]","[1038.0, 924.0, 1.0]","[882.0, 924.0, 1.0]","[1152.0, 983.9999999999999, 0.0]","[846.0, 1086.0, 0.0]","[1164.0, 996.0000000000001, 0.0]","[738.0, 1080.0, 0.0]","[-14.90848017657569, -3.1265446479523527, -0.6370882026961224]","[2.5791476532267916, 1.1402430292955361, 2.0650608094191303]"
1083,1083,1083,1083,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001283_RGB.png,"[966.0, 480.0, 1.0]","[978.0, 456.0, 1.0]","[942.0, 456.0, 1.0]","[1008.0, 480.0, 1.0]","[906.0, 480.0, 1.0]","[1092.0, 630.0, 1.0]","[840.0, 600.0, 1.0]","[1122.0, 726.0, 0.0]","[756.0, 810.0, 1.0]","[1134.0, 702.0, 0.0]","[828.0, 738.0, 1.0]","[1050.0, 924.0, 1.0]","[876.0, 924.0, 1.0]","[1092.0, 1020.0, 0.0]","[846.0, 1086.0, 0.0]","[1164.0, 912.0, 0.0]","[774.0, 828.0, 0.0]","[-14.294315784464297, -2.910273067807644, -0.3329327631650082]","[2.519674550601326, 1.205213391361386, 2.0414310365258177]"
1084,1084,1084,1084,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001284_RGB.png,"[966.0, 486.0, 1.0]","[984.0, 456.0, 1.0]","[942.0, 462.0, 1.0]","[1008.0, 486.0, 1.0]","[906.0, 480.0, 1.0]","[1092.0, 624.0, 1.0]","[852.0, 606.0, 1.0]","[1128.0, 732.0, 0.0]","[756.0, 756.0, 1.0]","[1122.0, 666.0, 0.0]","[822.0, 714.0, 1.0]","[1050.0, 924.0, 1.0]","[864.0, 918.0, 1.0]","[1092.0, 1020.0, 0.0]","[840.0, 1086.0, 0.0]","[750.0, 840.0, 0.0]","[750.0, 840.0, 0.0]","[-13.897422305486593, -2.6698595811525108, -0.2114924402022148]","[2.5129669969995994, 1.272157109308554, 2.123920342410475]"
1085,1085,1085,1085,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001285_RGB.png,"[960.0, 480.0, 1.0]","[984.0, 456.0, 1.0]","[942.0, 462.0, 1.0]","[1008.0, 486.0, 1.0]","[906.0, 480.0, 1.0]","[1104.0, 630.0, 1.0]","[852.0, 618.0, 1.0]","[1158.0, 828.0, 0.0]","[756.0, 810.0, 1.0]","[1116.0, 672.0, 0.0]","[816.0, 690.0, 1.0]","[1050.0, 930.0, 1.0]","[876.0, 930.0, 1.0]","[1044.0, 1086.0, 0.0]","[840.0, 1086.0, 0.0]","[1458.0, 1086.0, 0.0]","[1458.0, 1086.0, 0.0]","[-13.907364902347494, -2.58124433725935, -0.022323232974009694]","[3.473696430226437, 1.8353603131150857, 2.8443216985483266]"
1086,1086,1086,1086,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001286_RGB.png,"[960.0, 486.0, 1.0]","[978.0, 462.0, 1.0]","[936.0, 462.0, 1.0]","[1008.0, 486.0, 1.0]","[900.0, 480.0, 1.0]","[1080.0, 630.0, 1.0]","[846.0, 606.0, 1.0]","[1158.0, 786.0, 0.0]","[768.0, 786.0, 1.0]","[1110.0, 828.0, 0.0]","[816.0, 690.0, 1.0]","[1044.0, 930.0, 1.0]","[882.0, 930.0, 1.0]","[1476.0, 942.0, 0.0]","[1476.0, 942.0, 0.0]","[1476.0, 1080.0, 0.0]","[1476.0, 1086.0, 0.0]","[-14.570550216022564, -2.707414962129326, 0.3070226165117336]","[4.5969364500884335, 1.920166480962693, 2.453023831227949]"
1087,1087,1087,1087,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001287_RGB.png,"[954.0, 486.0, 1.0]","[978.0, 462.0, 1.0]","[936.0, 462.0, 1.0]","[1002.0, 480.0, 1.0]","[906.0, 480.0, 1.0]","[1062.0, 624.0, 1.0]","[828.0, 576.0, 1.0]","[1116.0, 750.0, 0.0]","[750.0, 792.0, 1.0]","[1086.0, 804.0, 0.0]","[786.0, 636.0, 1.0]","[1044.0, 936.0, 1.0]","[882.0, 930.0, 1.0]","[732.0, 924.0, 0.0]","[738.0, 924.0, 0.0]","[738.0, 1086.0, 0.0]","[732.0, 1086.0, 0.0]","[-15.566597196128479, -2.8260058087656104, 0.747537283127384]","[6.266216540079359, 1.2590724545115233, 2.251296118844646]"
1088,1088,1088,1088,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001288_RGB.png,"[960.0, 480.0, 1.0]","[978.0, 462.0, 1.0]","[936.0, 462.0, 1.0]","[1002.0, 486.0, 1.0]","[900.0, 480.0, 1.0]","[1062.0, 624.0, 1.0]","[828.0, 606.0, 1.0]","[1140.0, 798.0, 0.0]","[750.0, 780.0, 1.0]","[1086.0, 816.0, 0.0]","[786.0, 624.0, 1.0]","[1044.0, 942.0, 1.0]","[882.0, 930.0, 1.0]","[726.0000000000001, 924.0, 0.0]","[750.0, 930.0, 0.0]","[792.0, 1002.0, 0.0]","[738.0, 1086.0, 0.0]","[-15.944162448335435, -2.82307707828984, 1.0887198383667274]","[6.177351556729182, 1.3831469831029441, 2.4600404867237713]"
1089,1089,1089,1089,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001289_RGB.png,"[966.0, 480.0, 1.0]","[984.0, 462.0, 1.0]","[942.0, 462.0, 1.0]","[1002.0, 480.0, 0.0]","[900.0, 480.0, 1.0]","[1056.0, 624.0, 1.0]","[864.0, 606.0, 1.0]","[1128.0, 810.0, 1.0]","[774.0, 780.0, 1.0]","[1074.0, 834.0, 0.0]","[786.0, 618.0, 1.0]","[1038.0, 942.0, 1.0]","[876.0, 930.0, 1.0]","[726.0000000000001, 900.0, 0.0]","[834.0, 1092.0, 0.0]","[726.0000000000001, 1092.0, 0.0]","[726.0000000000001, 918.0, 0.0]","[-15.824952130607063, -2.809255652919466, 0.987503773121497]","[7.292726505199945, 0.9139104684244995, 3.151904520463348]"
1090,1090,1090,1090,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/free_1_ID22/RGB/001290_RGB.png,"[960.0, 480.0, 1.0]","[978.0, 456.0, 1.0]","[942.0, 456.0, 1.0]","[996.0000000000001, 486.0, 0.0]","[900.0, 480.0, 1.0]","[1062.0, 636.0, 1.0]","[828.0, 606.0, 1.0]","[1122.0, 804.0, 0.0]","[792.0, 786.0, 1.0]","[1092.0, 852.0, 0.0]","[798.0, 624.0, 0.0]","[1038.0, 930.0, 1.0]","[876.0, 930.0, 1.0]","[1044.0, 1086.0, 0.0]","[828.0, 1086.0, 0.0]","[732.0, 1086.0, 0.0]","[732.0, 1086.0, 0.0]","[-15.699481011158595, -2.8174416582081063, 0.8610965679759455]","[7.182766603573167, 1.1280570463902355, 3.305156956760204]"
