,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,im_path,nose,leftEye,rightEye,leftEar,rightEar,leftShoulder,rightShoulder,leftElbow,rightElbow,leftWrist,rightWrist,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle,head_ypr,shoulder_ypr
315,315,315,315,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000415_RGB.png,"[972.0, 618.0, 0.0]","[990.0, 594.0, 0.0]","[954.0, 588.0, 0.0]","[1038.0, 588.0, 0.0]","[918.0, 588.0, 0.0]","[1080.0, 690.0, 0.0]","[882.0, 672.0, 0.0]","[1116.0, 846.0, 0.0]","[1116.0, 840.0, 0.0]","[1050.0, 966.0000000000001, 0.0]","[888.0, 966.0000000000001, 1.0]","[1026.0, 983.9999999999999, 0.0]","[888.0, 990.0, 0.0]","[840.0, 1080.0, 0.0]","[834.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[50.5058253544942, -27.422813294769334, 0.31583084625531316]","[-3.0197728576032676, 1.705376300157469, 5.4373791915579295]"
316,316,316,316,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000416_RGB.png,"[960.0, 618.0, 0.0]","[990.0, 594.0, 1.0]","[948.0, 588.0, 1.0]","[1038.0, 594.0, 0.0]","[900.0, 582.0, 0.0]","[1074.0, 690.0, 0.0]","[852.0, 648.0, 1.0]","[1104.0, 852.0, 1.0]","[786.0, 840.0, 0.0]","[1092.0, 876.0, 0.0]","[893.9999999999999, 972.0, 0.0]","[1008.0, 1002.0, 0.0]","[912.0, 1002.0, 0.0]","[930.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[930.0, 1056.0, 0.0]","[930.0, 1056.0, 0.0]","[50.10450735328954, -28.10435822072334, 0.4262956569691085]","[-3.3622367923341425, 1.159763679148774, 4.735198063962293]"
317,317,317,317,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000417_RGB.png,"[960.0, 618.0, 0.0]","[990.0, 594.0, 1.0]","[948.0, 594.0, 1.0]","[1026.0, 588.0, 1.0]","[906.0, 582.0, 1.0]","[1074.0, 690.0, 1.0]","[858.0, 654.0, 1.0]","[1098.0, 846.0, 1.0]","[792.0, 840.0, 1.0]","[1014.0, 960.0, 0.0]","[882.0, 960.0, 0.0]","[1026.0, 983.9999999999999, 0.0]","[888.0, 990.0, 0.0]","[936.0, 1080.0, 0.0]","[906.0, 1080.0, 0.0]","[930.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[49.31960090270074, -29.43962959817086, 0.7096836552964065]","[-3.656415897966799, 0.7909900291157139, 4.603930740664734]"
318,318,318,318,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000418_RGB.png,"[966.0, 606.0, 1.0]","[990.0, 588.0, 1.0]","[948.0, 582.0, 1.0]","[1020.0, 582.0, 0.0]","[900.0, 576.0, 1.0]","[1032.0, 678.0, 0.0]","[852.0, 648.0, 1.0]","[1110.0, 852.0, 1.0]","[786.0, 840.0, 1.0]","[1014.0, 960.0, 0.0]","[882.0, 960.0, 0.0]","[1026.0, 983.9999999999999, 1.0]","[888.0, 983.9999999999999, 0.0]","[936.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[930.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[48.94996933698873, -30.088016303510763, 0.889287413217699]","[-3.801461704103589, 0.6213857120770742, 4.324933347867039]"
319,319,319,319,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000419_RGB.png,"[942.0, 612.0, 1.0]","[972.0, 594.0, 1.0]","[924.0, 594.0, 1.0]","[1008.0, 582.0, 1.0]","[888.0, 582.0, 0.0]","[1050.0, 672.0, 1.0]","[858.0, 660.0, 1.0]","[1110.0, 852.0, 1.0]","[786.0, 846.0, 0.0]","[1002.0, 966.0000000000001, 0.0]","[888.0, 966.0000000000001, 1.0]","[1026.0, 983.9999999999999, 0.0]","[888.0, 990.0, 0.0]","[918.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[51.45032426505586, -25.334513826542615, -0.06061696664878735]","[-3.8178580857012876, 0.6069342554245944, 3.982432319786676]"
320,320,320,320,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000421_RGB.png,"[942.0, 612.0, 1.0]","[966.0, 582.0, 1.0]","[924.0, 588.0, 1.0]","[1002.0, 564.0, 1.0]","[882.0, 576.0, 1.0]","[1032.0, 678.0, 1.0]","[840.0, 666.0, 1.0]","[1104.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1014.0, 966.0000000000001, 1.0]","[888.0, 972.0, 0.0]","[1026.0, 1002.0, 0.0]","[900.0, 996.0000000000001, 0.0]","[936.0, 1086.0, 0.0]","[930.0, 1086.0, 0.0]","[936.0, 1050.0, 0.0]","[1002.0, 978.0, 0.0]","[54.01697387687573, -3.14847726772771, -5.551181781250155]","[-2.9293837176781343, 1.1893408573068731, 1.5523771030327373]"
321,321,321,321,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000423_RGB.png,"[942.0, 594.0, 1.0]","[954.0, 570.0, 1.0]","[912.0, 576.0, 1.0]","[984.0, 558.0, 1.0]","[864.0, 588.0, 1.0]","[1026.0, 672.0, 1.0]","[840.0, 684.0, 1.0]","[1104.0, 852.0, 1.0]","[780.0, 846.0, 1.0]","[1002.0, 966.0000000000001, 1.0]","[882.0, 966.0000000000001, 1.0]","[1026.0, 1002.0, 1.0]","[840.0, 990.0, 0.0]","[942.0, 1080.0, 0.0]","[930.0, 1086.0, 0.0]","[936.0, 1050.0, 0.0]","[1008.0, 983.9999999999999, 0.0]","[50.735318321393585, 8.975480904952676, -8.765073832344715]","[-0.19630470200372577, 1.453442870607963, -2.053583017978746]"
322,322,322,322,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000432_RGB.png,"[900.0, 576.0, 0.0]","[912.0, 546.0, 0.0]","[882.0, 564.0, 0.0]","[966.0, 540.0, 0.0]","[852.0, 564.0, 0.0]","[1020.0, 624.0, 0.0]","[888.0, 642.0, 0.0]","[1098.0, 852.0, 1.0]","[786.0, 822.0, 0.0]","[1008.0, 972.0, 1.0]","[882.0, 960.0, 1.0]","[1020.0, 983.9999999999999, 0.0]","[840.0, 972.0, 0.0]","[936.0, 1074.0, 0.0]","[828.0, 1074.0, 0.0]","[930.0, 1074.0, 0.0]","[912.0, 1074.0, 0.0]","[35.3197219153423, 21.805232113880955, -16.830614526692923]","[7.221737741587682, -0.1624869907260957, -4.393056141859411]"
323,323,323,323,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000433_RGB.png,"[912.0, 570.0, 0.0]","[924.0, 552.0, 0.0]","[906.0, 558.0, 0.0]","[948.0, 552.0, 0.0]","[893.9999999999999, 564.0, 0.0]","[1026.0, 642.0, 0.0]","[1080.0, 660.0, 0.0]","[1098.0, 858.0, 1.0]","[804.0, 834.0, 0.0]","[1008.0, 972.0, 1.0]","[893.9999999999999, 972.0, 0.0]","[1014.0, 1008.0, 0.0]","[864.0, 1008.0, 0.0]","[1098.0, 1013.9999999999999, 0.0]","[924.0, 1074.0, 0.0]","[1020.0, 996.0000000000001, 0.0]","[1014.0, 996.0000000000001, 0.0]","[32.279505021387784, 25.78495650298723, -16.820326297584295]","[9.163306666668745, -0.3334867819394955, -5.082785245650024]"
324,324,324,324,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000437_RGB.png,"[900.0, 552.0, 0.0]","[900.0, 522.0, 0.0]","[876.0, 528.0, 0.0]","[936.0, 546.0, 0.0]","[840.0, 552.0, 0.0]","[1038.0, 636.0, 0.0]","[1068.0, 660.0, 0.0]","[1104.0, 858.0, 1.0]","[804.0, 834.0, 0.0]","[1008.0, 966.0000000000001, 0.0]","[888.0, 966.0000000000001, 0.0]","[1032.0, 1008.0, 0.0]","[900.0, 1008.0, 0.0]","[1032.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[942.0, 1056.0, 0.0]","[1014.0, 983.9999999999999, 0.0]","[18.13221888699853, 38.768438691817146, -11.8333470545533]","[10.375120510440704, -0.9862295462391035, -4.876430239719723]"
325,325,325,325,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000439_RGB.png,"[888.0, 552.0, 0.0]","[888.0, 516.0, 0.0]","[864.0, 528.0, 0.0]","[930.0, 534.0, 0.0]","[834.0, 576.0, 0.0]","[1032.0, 648.0, 0.0]","[1062.0, 672.0, 0.0]","[1098.0, 852.0, 1.0]","[804.0, 828.0, 0.0]","[1008.0, 972.0, 0.0]","[870.0, 972.0, 0.0]","[1020.0, 990.0, 0.0]","[888.0, 990.0, 0.0]","[936.0, 1086.0, 0.0]","[918.0, 1086.0, 0.0]","[936.0, 1062.0, 0.0]","[924.0, 1062.0, 0.0]","[8.826953100262285, 42.63230698970562, -6.2547810394496794]","[9.459764120079498, -0.6444748709914081, -3.9004599684052126]"
326,326,326,326,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000440_RGB.png,"[888.0, 540.0, 0.0]","[888.0, 516.0, 0.0]","[858.0, 516.0, 0.0]","[924.0, 534.0, 0.0]","[828.0, 540.0, 0.0]","[1038.0, 642.0, 0.0]","[1056.0, 660.0, 0.0]","[1098.0, 852.0, 1.0]","[804.0, 834.0, 0.0]","[996.0000000000001, 966.0000000000001, 1.0]","[876.0, 966.0000000000001, 0.0]","[1020.0, 996.0000000000001, 0.0]","[888.0, 990.0, 0.0]","[1014.0, 1086.0, 0.0]","[918.0, 1086.0, 0.0]","[936.0, 1050.0, 0.0]","[996.0000000000001, 978.0, 0.0]","[2.730951456729198, 44.454245259884395, -3.117451106915416]","[9.070596879153564, -0.6096182779077687, -3.4877232343453035]"
327,327,327,327,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000460_RGB.png,"[876.0, 491.99999999999994, 0.0]","[893.9999999999999, 480.0, 0.0]","[858.0, 491.99999999999994, 0.0]","[924.0, 498.00000000000006, 0.0]","[828.0, 552.0, 0.0]","[1044.0, 654.0, 0.0]","[840.0, 474.0, 0.0]","[1092.0, 852.0, 1.0]","[804.0, 804.0, 0.0]","[990.0, 966.0000000000001, 0.0]","[870.0, 954.0, 0.0]","[1026.0, 978.0, 1.0]","[852.0, 978.0, 0.0]","[1068.0, 996.0000000000001, 0.0]","[893.9999999999999, 1080.0, 0.0]","[930.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[-48.34958081830398, 39.52380997306602, 22.333681588850187]","[5.232061620959785, -11.578693410364396, 14.947905625044402]"
328,328,328,328,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000467_RGB.png,"[906.0, 491.99999999999994, 1.0]","[924.0, 474.0, 1.0]","[893.9999999999999, 468.0, 1.0]","[960.0, 491.99999999999994, 0.0]","[870.0, 498.00000000000006, 0.0]","[1038.0, 642.0, 1.0]","[834.0, 564.0, 1.0]","[1098.0, 852.0, 1.0]","[804.0, 648.0, 0.0]","[1020.0, 954.0, 0.0]","[876.0, 960.0, 1.0]","[1032.0, 983.9999999999999, 1.0]","[834.0, 990.0, 0.0]","[972.0, 1080.0, 0.0]","[834.0, 1080.0, 0.0]","[948.0, 1080.0, 0.0]","[918.0, 1080.0, 0.0]","[-39.84350874054119, 31.80275923661673, 8.051718199967164]","[6.549572763165267, -16.04865503831371, 4.177721508621902]"
329,329,329,329,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000468_RGB.png,"[906.0, 486.0, 1.0]","[930.0, 468.0, 1.0]","[882.0, 468.0, 1.0]","[966.0, 486.0, 1.0]","[882.0, 498.00000000000006, 0.0]","[1044.0, 642.0, 1.0]","[840.0, 582.0, 1.0]","[1098.0, 846.0, 1.0]","[786.0, 816.0, 1.0]","[1008.0, 960.0, 0.0]","[870.0, 960.0, 1.0]","[1026.0, 983.9999999999999, 1.0]","[846.0, 983.9999999999999, 0.0]","[954.0, 1080.0, 0.0]","[846.0, 1080.0, 0.0]","[936.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[-39.898542401651724, 32.20693911143988, 8.413237882356476]","[6.288183273485616, -16.18607733841045, 4.271921943764558]"
330,330,330,330,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000469_RGB.png,"[918.0, 486.0, 1.0]","[942.0, 474.0, 1.0]","[906.0, 474.0, 1.0]","[978.0, 486.0, 1.0]","[893.9999999999999, 498.00000000000006, 0.0]","[1032.0, 636.0, 1.0]","[840.0, 618.0, 1.0]","[1098.0, 846.0, 1.0]","[780.0, 822.0, 1.0]","[996.0000000000001, 966.0000000000001, 1.0]","[870.0, 966.0000000000001, 0.0]","[1026.0, 990.0, 0.0]","[846.0, 983.9999999999999, 0.0]","[942.0, 1074.0, 0.0]","[846.0, 1074.0, 0.0]","[936.0, 1074.0, 0.0]","[918.0, 1074.0, 0.0]","[-39.86855291327046, 32.615723137661206, 8.719280280270606]","[6.063163856180909, -16.17440477088963, 4.395475036794138]"
331,331,331,331,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000470_RGB.png,"[930.0, 491.99999999999994, 1.0]","[966.0, 480.0, 1.0]","[918.0, 474.0, 1.0]","[990.0, 516.0, 1.0]","[900.0, 510.0, 0.0]","[1038.0, 648.0, 1.0]","[846.0, 618.0, 1.0]","[1104.0, 846.0, 1.0]","[780.0, 828.0, 1.0]","[996.0000000000001, 966.0000000000001, 1.0]","[876.0, 966.0000000000001, 1.0]","[1026.0, 972.0, 0.0]","[852.0, 983.9999999999999, 0.0]","[954.0, 1074.0, 0.0]","[846.0, 1074.0, 0.0]","[936.0, 1074.0, 0.0]","[912.0, 1074.0, 0.0]","[-39.73647539405928, 33.00632457119815, 8.965130736088572]","[4.8849435464466495, -16.522843062936808, 3.562054914555751]"
332,332,332,332,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000472_RGB.png,"[948.0, 498.00000000000006, 1.0]","[978.0, 480.0, 1.0]","[936.0, 474.0, 1.0]","[1008.0, 528.0, 1.0]","[893.9999999999999, 510.0, 0.0]","[1056.0, 654.0, 1.0]","[852.0, 630.0, 1.0]","[1098.0, 852.0, 1.0]","[786.0, 852.0, 0.0]","[1008.0, 966.0000000000001, 1.0]","[870.0, 966.0000000000001, 0.0]","[1014.0, 978.0, 1.0]","[852.0, 978.0, 0.0]","[960.0, 1074.0, 0.0]","[840.0, 1074.0, 0.0]","[936.0, 1068.0, 0.0]","[918.0, 1068.0, 0.0]","[-32.52890267707213, 14.151565546890733, -7.495375420590071]","[1.722705542679355, -14.380690271551797, 5.691265824104342]"
333,333,333,333,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000473_RGB.png,"[966.0, 498.00000000000006, 1.0]","[990.0, 486.0, 1.0]","[948.0, 480.0, 1.0]","[1032.0, 534.0, 1.0]","[906.0, 510.0, 0.0]","[1062.0, 660.0, 1.0]","[852.0, 630.0, 1.0]","[1104.0, 852.0, 1.0]","[792.0, 834.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[876.0, 948.0, 1.0]","[1026.0, 978.0, 1.0]","[858.0, 983.9999999999999, 1.0]","[978.0, 1074.0, 0.0]","[846.0, 1074.0, 0.0]","[954.0, 1074.0, 0.0]","[918.0, 1074.0, 0.0]","[-33.39734744012489, 3.8757527700784657, -13.293796423579927]","[1.6129699476703745, -14.472450831364466, 5.852534730268144]"
334,334,334,334,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000474_RGB.png,"[972.0, 504.0, 1.0]","[996.0000000000001, 486.0, 1.0]","[954.0, 480.0, 1.0]","[1014.0, 534.0, 1.0]","[918.0, 498.00000000000006, 0.0]","[1062.0, 660.0, 1.0]","[852.0, 636.0, 1.0]","[1104.0, 852.0, 1.0]","[786.0, 852.0, 1.0]","[1008.0, 966.0000000000001, 1.0]","[888.0, 966.0000000000001, 0.0]","[1026.0, 1002.0, 1.0]","[888.0, 996.0000000000001, 0.0]","[954.0, 1068.0, 0.0]","[918.0, 1074.0, 0.0]","[942.0, 1038.0, 0.0]","[1158.0, 900.0, 0.0]","[-35.11032224035579, -35.16007370607762, -20.01109492789577]","[0.8474168774778239, -14.669476515173034, 6.990125635601056]"
335,335,335,335,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000501_RGB.png,"[972.0, 606.0, 0.0]","[1002.0, 600.0, 0.0]","[984.0, 582.0, 0.0]","[1062.0, 600.0, 0.0]","[942.0, 558.0, 0.0]","[893.9999999999999, 624.0, 0.0]","[906.0, 636.0, 0.0]","[1134.0, 822.0, 0.0]","[1122.0, 828.0, 0.0]","[900.0, 930.0, 0.0]","[882.0, 924.0, 0.0]","[1002.0, 942.0, 0.0]","[912.0, 930.0, 0.0]","[924.0, 1080.0, 0.0]","[924.0, 1080.0, 0.0]","[942.0, 972.0, 0.0]","[918.0, 936.0, 0.0]","[40.77611471653403, -62.119247640141595, -10.963179874132562]","[-11.168099642297936, 4.240520536780201, 11.382037853429905]"
336,336,336,336,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000502_RGB.png,"[966.0, 618.0, 0.0]","[990.0, 606.0, 0.0]","[966.0, 606.0, 0.0]","[1020.0, 600.0, 0.0]","[936.0, 606.0, 0.0]","[893.9999999999999, 636.0, 0.0]","[893.9999999999999, 642.0, 0.0]","[798.0, 804.0, 0.0]","[780.0, 834.0, 0.0]","[888.0, 930.0, 0.0]","[876.0, 936.0, 0.0]","[996.0000000000001, 942.0, 0.0]","[906.0, 978.0, 0.0]","[984.0, 1080.0, 0.0]","[912.0, 1086.0, 0.0]","[906.0, 930.0, 0.0]","[900.0, 936.0, 0.0]","[44.44173593467511, -60.74559995868927, -9.226679619065031]","[-9.203426170297485, 3.4714023818627116, 9.091107923554304]"
337,337,337,337,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000503_RGB.png,"[972.0, 618.0, 0.0]","[990.0, 600.0, 0.0]","[966.0, 600.0, 0.0]","[1062.0, 600.0, 0.0]","[1116.0, 786.0, 0.0]","[1080.0, 648.0, 0.0]","[900.0, 642.0, 0.0]","[1044.0, 840.0, 0.0]","[1128.0, 840.0, 0.0]","[893.9999999999999, 930.0, 0.0]","[882.0, 930.0, 0.0]","[996.0000000000001, 936.0, 0.0]","[912.0, 936.0, 0.0]","[924.0, 1086.0, 0.0]","[918.0, 1086.0, 0.0]","[1002.0, 918.0, 0.0]","[912.0, 930.0, 0.0]","[46.63717951380294, -59.78017683126218, -8.218641160321969]","[-3.5744290145303683, 2.613097566094479, 6.529362159588244]"
338,338,338,338,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000504_RGB.png,"[960.0, 624.0, 0.0]","[984.0, 606.0, 0.0]","[960.0, 606.0, 0.0]","[1062.0, 606.0, 0.0]","[924.0, 594.0, 0.0]","[882.0, 642.0, 0.0]","[893.9999999999999, 648.0, 0.0]","[792.0, 810.0, 0.0]","[798.0, 816.0, 0.0]","[1062.0, 948.0, 0.0]","[870.0, 936.0, 0.0]","[1002.0, 996.0000000000001, 0.0]","[906.0, 942.0, 0.0]","[918.0, 1074.0, 0.0]","[912.0, 1074.0, 0.0]","[906.0, 930.0, 0.0]","[906.0, 936.0, 0.0]","[50.90009588676768, -57.838682622825324, -6.258437341732872]","[-2.2100442177088624, 2.9978995756656035, 5.557058825763952]"
339,339,339,339,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000505_RGB.png,"[960.0, 624.0, 0.0]","[984.0, 606.0, 0.0]","[960.0, 606.0, 0.0]","[1044.0, 612.0, 0.0]","[918.0, 594.0, 0.0]","[1056.0, 708.0, 0.0]","[888.0, 642.0, 0.0]","[1110.0, 912.0, 0.0]","[1086.0, 834.0, 0.0]","[1044.0, 954.0, 0.0]","[870.0, 924.0, 0.0]","[1002.0, 983.9999999999999, 0.0]","[900.0, 936.0, 0.0]","[1002.0, 1080.0, 0.0]","[906.0, 1080.0, 0.0]","[1056.0, 978.0, 0.0]","[918.0, 1074.0, 0.0]","[58.12725360449597, -52.92865571176023, -2.6032633782927603]","[-1.8198781639548238, 3.238768399536282, 4.779325839017679]"
340,340,340,340,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000506_RGB.png,"[966.0, 630.0, 0.0]","[984.0, 612.0, 0.0]","[960.0, 612.0, 0.0]","[1020.0, 612.0, 0.0]","[912.0, 594.0, 0.0]","[870.0, 636.0, 0.0]","[882.0, 648.0, 0.0]","[798.0, 798.0, 0.0]","[792.0, 828.0, 0.0]","[1044.0, 942.0, 0.0]","[864.0, 930.0, 0.0]","[1002.0, 990.0, 0.0]","[893.9999999999999, 942.0, 0.0]","[990.0, 1086.0, 0.0]","[912.0, 1086.0, 0.0]","[972.0, 1062.0, 0.0]","[924.0, 1068.0, 0.0]","[59.83909371882185, -49.721265084498626, -1.9884351173560557]","[-1.9913395287153504, 3.299846177899949, 4.333567449742914]"
341,341,341,341,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000507_RGB.png,"[966.0, 642.0, 0.0]","[978.0, 618.0, 0.0]","[972.0, 618.0, 0.0]","[1014.0, 618.0, 0.0]","[924.0, 600.0, 0.0]","[1002.0, 696.0, 0.0]","[888.0, 672.0, 0.0]","[1128.0, 900.0, 0.0]","[786.0, 834.0, 0.0]","[1026.0, 960.0, 0.0]","[852.0, 930.0, 1.0]","[1002.0, 1002.0, 0.0]","[852.0, 996.0000000000001, 0.0]","[1002.0, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[1002.0, 924.0, 0.0]","[906.0, 930.0, 0.0]","[60.67417591457079, -46.43058358605591, -1.9577503651834107]","[-3.416782316072206, 3.6994364650164733, 3.330097711548198]"
342,342,342,342,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000508_RGB.png,"[948.0, 624.0, 0.0]","[978.0, 612.0, 0.0]","[942.0, 612.0, 0.0]","[1014.0, 612.0, 0.0]","[918.0, 606.0, 0.0]","[1002.0, 696.0, 0.0]","[882.0, 654.0, 0.0]","[1116.0, 900.0, 0.0]","[786.0, 834.0, 0.0]","[1044.0, 983.9999999999999, 0.0]","[870.0, 936.0, 1.0]","[996.0000000000001, 1002.0, 0.0]","[882.0, 996.0000000000001, 0.0]","[984.0, 1092.0, 0.0]","[906.0, 1086.0, 0.0]","[978.0, 978.0, 0.0]","[984.0, 978.0, 0.0]","[61.12118841436987, -43.730811296580974, -1.8850137455970122]","[-3.949485586250269, 3.790368126929505, 2.8647066861758366]"
343,343,343,343,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000509_RGB.png,"[960.0, 618.0, 0.0]","[984.0, 606.0, 0.0]","[960.0, 606.0, 0.0]","[1020.0, 606.0, 0.0]","[966.0, 606.0, 0.0]","[1014.0, 690.0, 0.0]","[888.0, 648.0, 0.0]","[1122.0, 864.0, 0.0]","[780.0, 846.0, 0.0]","[1026.0, 960.0, 0.0]","[858.0, 936.0, 1.0]","[1002.0, 1002.0, 0.0]","[846.0, 942.0, 0.0]","[996.0000000000001, 1080.0, 0.0]","[912.0, 1080.0, 0.0]","[990.0, 918.0, 0.0]","[924.0, 1056.0, 0.0]","[61.56414337798326, -37.97237623361658, -2.0132626982846653]","[-5.0320606796811385, 3.815165990462311, 2.0562965357158367]"
344,344,344,344,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000519_RGB.png,"[918.0, 618.0, 1.0]","[936.0, 594.0, 1.0]","[900.0, 594.0, 1.0]","[978.0, 570.0, 1.0]","[870.0, 588.0, 1.0]","[1026.0, 678.0, 1.0]","[828.0, 660.0, 1.0]","[1110.0, 852.0, 1.0]","[786.0, 846.0, 1.0]","[1002.0, 960.0, 1.0]","[864.0, 948.0, 1.0]","[1002.0, 942.0, 0.0]","[852.0, 924.0, 0.0]","[996.0000000000001, 1086.0, 0.0]","[816.0, 858.0, 0.0]","[912.0, 1002.0, 0.0]","[906.0, 1002.0, 0.0]","[41.91967275671035, 2.3773468363586017, -7.548233962014869]","[-4.677920976342017, 6.9065809824175375, -4.578465870639618]"
345,345,345,345,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000520_RGB.png,"[906.0, 618.0, 1.0]","[924.0, 588.0, 1.0]","[876.0, 594.0, 1.0]","[972.0, 564.0, 1.0]","[852.0, 594.0, 1.0]","[1032.0, 672.0, 1.0]","[828.0, 666.0, 1.0]","[1098.0, 852.0, 1.0]","[786.0, 846.0, 1.0]","[996.0000000000001, 966.0000000000001, 1.0]","[864.0, 948.0, 1.0]","[1002.0, 954.0, 0.0]","[893.9999999999999, 990.0, 1.0]","[930.0, 1086.0, 0.0]","[822.0, 858.0, 0.0]","[918.0, 1002.0, 0.0]","[990.0, 983.9999999999999, 0.0]","[39.08828848214764, 5.209473572894752, -7.800207343363947]","[-4.203798880948497, 7.203633742126228, -4.585054266962389]"
346,346,346,346,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000521_RGB.png,"[906.0, 606.0, 1.0]","[924.0, 576.0, 1.0]","[876.0, 582.0, 1.0]","[966.0, 558.0, 1.0]","[846.0, 588.0, 0.0]","[1032.0, 672.0, 1.0]","[822.0, 672.0, 1.0]","[1104.0, 858.0, 1.0]","[786.0, 840.0, 1.0]","[1008.0, 960.0, 1.0]","[870.0, 954.0, 1.0]","[1014.0, 1013.9999999999999, 0.0]","[893.9999999999999, 1008.0, 0.0]","[1014.0, 1092.0, 0.0]","[918.0, 1086.0, 0.0]","[1008.0, 983.9999999999999, 0.0]","[1002.0, 983.9999999999999, 0.0]","[38.32641794897686, 5.929682491189174, -7.824797426832024]","[-3.1830620760961374, 7.79928179706301, -4.73013692667971]"
347,347,347,347,C:/Users/User/Desktop/General_fold/Thesis code/dataset/22/base_1_ID22/RGB/000522_RGB.png,"[900.0, 600.0, 1.0]","[918.0, 564.0, 1.0]","[870.0, 576.0, 1.0]","[960.0, 552.0, 0.0]","[840.0, 576.0, 0.0]","[1032.0, 660.0, 1.0]","[816.0, 672.0, 1.0]","[1098.0, 852.0, 1.0]","[780.0, 846.0, 1.0]","[1014.0, 954.0, 1.0]","[864.0, 954.0, 1.0]","[1020.0, 996.0000000000001, 0.0]","[893.9999999999999, 1002.0, 0.0]","[1020.0, 1086.0, 0.0]","[924.0, 1080.0, 0.0]","[1008.0, 983.9999999999999, 0.0]","[1002.0, 983.9999999999999, 0.0]","[35.950420894003166, 8.080495670807576, -7.7710093716879785]","[-1.5519777726262833, 7.930421578622739, -5.104754576267216]"
